C1 14.61 15.24 180 100nF C1206
C2  7.62 24.13 180 4.7uF 1206
C3 14.61 24.13  90 100nF C1206
C4  7.62 27.94   0 1uF 1206
D1 12.70  3.81  90  LED-1206
D2  9.53  3.81  90  LED-1206
D3 14.61 30.48 270  SOD-123FL
D4 14.61 19.05   0  SOD-123FL
D5  6.35 33.02  90  SOD-123FL
R1 14.61 10.16  90  R1206
R2  5.71  3.81  90  R1206
S1 17.78  3.81   0 MOMENTARY-SWITCH-SPST-SMD-4.5MM TACTILE_SWITCH_SMD_4.5MM
U1  7.62 17.78 270 STM32G0_SO8_T2 SO-8
U2 10.79 33.02   0 3.3V/150mA SOT23-5
USB1 19.26 27.94  90 ZX62-B-5PA MICRO-USB5+6P-SMD-0.65-AB
